titre,auteur,localisation,code barre,cote,nombre de prets
Cousin,Wilco,MUSROCK,3295500568408,2 WIL,1
Thousand Shadows Vol. 2,You Said Strange,MUSVINYLE,3295500567688,2 YOU,2
The Young Gods Play Terry Riley In C,The Young Gods,MUSNEWWAVE,3295500568349,2 YOU 70,0
Le petit Larousse des religions,sous la direction d'Henri Tincq,ADU2RELIGIONS,3295500852025,200 DIC,5
Dieu expliqué à mes petits-enfants,Jacques Duquesne,ADU2RELIGIONS,3295500852304,231 DUQ,2
Pascal et la proposition chrétienne,Pierre Manent,ADU2RELIGIONS,3295500855512,248 MAN,1
Car rien jamais n'est achevé,Robert Scholtus,ADU2RELIGIONS,3295500855499,253.2 SCH,1
Radiadio,"Ondine Novarese, real.",ADU2DVD,3295500568150,296.43 NOV,1
L'islam en 40 questions,Malek Chebel,ADU2RELIGIONS,3295500855513,297 CHE,2
Chants nostalgiques,"Marie-Laure Garnier, S | Charlotte Sohy, comp. | Ernest Chausson, comp.... [et al.]",GLAMA,1727465012919,3 GAR 31,0
"Il virtuoso, il poeta","Pietro Locatelli, compositeur",GLAMA,1727615012912,3 LOC 12.41,0
Amadè,"Wolfgang Amadeus Mozart, comp.",GLAMA,1727495012910,3 MOZ 36,0
Reich/Richter,Steve Reich,MUSCLASSIQUE,3295500568347,3 REI,0
Nous avons mangé la Terre,"Christophe Bonneuil, Jean-Baptiste Fressoz, Jean-Robert Viallet",ADU2SOCIO,3295500851686,304.2 BON,5
Service public : une rédaction face à une élection,un film réalisé par Salhia Brakhlia & Mouloud Achour,ADU2DVD,3295500568610,305.4 BRA,1
Une seule femme,Immy Humes,ADU2SOCIO,3295500855653,305.42 HUM,1
Une vie Parallèles,"Xanaé Bove, réal.",ADU2DVD,3295500568188,306.1 BOV,0
Une jeunesse amoureuse,"François Caillat, réal., image et son",ADU2SOCIO,3295500568115,306.7 CAI,1
Casa Susanna,"Sébastien Lifshitzr, réalisation, scénario",ADU2DVD,3295500568198,306.7 LIF,1
Austral,"Benjamin Colaux, réal.",ADU2DVD,3295500567672,307.72 COL,1
Fortunes de mer : Au pays des morues,"Stéphane Druais, réal., concept., aut.",ADU2DVD,32955004425655,307.72 DRU,0
Fortunes de mer : En pêche,"Stéphane Druais, réal., concept., aut.",ADU2DVD,32955004425614,307.72 DRU,0
Fortunes de mer : La fin d'un métier,"Stéphane Druais, réal., concept., aut.",ADU2DVD,32955004425622,307.72 DRU,0
La trilogie de l'île-aux-Coudres,"Pierre Perrault, réal.",ADU2DVD,3295500568174,307.72 PER,0
A qui profite l'exil ?,"Taïna Tervonen, Jeff Pourquié",GLADA,1696225012912,325 TER,0
Gilgamesh,un manhwa de Hwan Daeng,JEUM1MANGAS,3295500855629,3295500855629,1
Retour à Reims [Fragments],"Jean-Gabriel Périot, réalisateur, scénario",ADU2DVD,3295500566913,331 PER,2
On va tout péter,"Lech Kowalski, real.",ADU2SOCIO,3295500568173,331.89 KOW,1
L'hydrogène vert,,MLEDA,ML001402,333.794 WIE h,0
"Tout comprendre, ou presque, sur la biodiversité","Philippe Grandcolas, Claire Marc",MLEDA,ML001391,333.95 GRA t,0
La voix humaine,"Francis Poulenc, comp.",GLAMA,1703585012916,334 POU,0
La (très) grande évasion,"Yannick Kergoat, réalisation, scénario",ADU2DVD,3295500567698,336.2 KER,2
Le mirage de la croissance verte,Anthony Auffret,GLADA,1696215012915,338.9 AUF,2
Comprendre l'administration,"Manuel Delamarre, Eric Gristi",ADU2EMP,3295500851549,351.3 ADM,0
"Rédacteur territorial, rédacteur principal de 2e classe concours 2023",Olivier Bellégo,ADU2EMP,3295500851547,351.3 ADM,0
Devenez adjoint administratif d'Etat et territorial en 60 jours,"Delphine Belleney, Jeremy Jeanguenin, Nathalie Nadaraj et al.",ADU2EMP,3295500851543,351.3 ADM,0
Le Grevisse de l'étudiant,"sous la direction d'O. Bertrand, P.-L. Fort",ADU2EMP,3295500850750,351.3 ENS,0
Le Grevisse de l'étudiant,Cécile Narjoux,ADU2EMP,3295500851550,351.3 ENS,0
Le Grevisse de l'étudiant,"Cécile Narjoux, Aude Laferrière",ADU2EMP,3295500851551,351.3 ENS,0
"CRPE, professeur des écoles",ouvrage dirigé par Marc Loison,ADU2EMP,3295500851540,351.3 ENS,1
"Mathématiques, français, épreuve de leçon","Claude Jegaden, Anne-Rozenn Morel, Daniel Motteau, Sylvie Pons-Méric",ADU2EMP,3295500851544,351.3 ENS,0
CRPE admission,Michèle Guilleminot,ADU2EMP,3295500855713,351.3 ENS,1
Auxiliaire de puériculture territorial,"Pierre-Brice Lebrun, Marie-Christine Lefort",ADU2EMP,3295500851538,351.3 MED,0
Je réussis à entrer en IFAP,"Marion Gauthier, Mandi Gueguen",ADU2EMP,3295500851537,351.3 MED,0
Connaissance du système de santé,Mandi Gueguen,ADU2EMP,3295500851542,351.3 MED,0
"Je réussis à entrer en IFAS, institut de formation d'aide-soignant","Marion Gauthier, Mandi Gueguen",ADU2EMP,3295500851536,351.3 MED,0
La composition aux concours,José Comas,ADU2EMP,3295500851541,351.3 METH,0
Entretien avec le jury,Fabienne Geninasca,ADU2EMP,3295500851539,351.3 ORAL,1
Garderie nocturne,"Moumouni Sanou, réalisation, scénario",ADU2SOCIO,3295500567912,362.7 MOU,1
"Inceste, le dire et l'entendre","Andrea Rawlins-Gaston, réalisation",ADU2SOCIO,3295500567895,362.76 RAW,1
Les déchets,,DOCENFANTS,119210602,363.7 LED,0
Sambre,Alice Géraud,ADU2SOCIO,3295500851660,364.15 GUE,8
Appuyé au mur,"Jacques Meilleurat, real.",ADU2DVD,3295500567675,364.15 MEI,0
Mauvaises filles,"Émérance Dubas, réal., scénario",ADU2SOCIO,3295500567882,364.36 DUB,2
Rock against police,"Nabil Djedouani, réalisation",ADU2DVD,3295500568060,364.9 DJE,1
"Shocking, Les mondes surréalistes d'Elsa Schiaparelli",[catalogue] sous la direction de Marie-Sophie Carron de la Carrière,ADU2MODE,3295500851975,391 SCH,1
Travel concertos,"Bach, Pisendel, Kress... [et al.], comp.",GLAMA,1727345012916,398,0
33 tours et puis s'en vont,"Laurent Garnier, arr.",MUSELECTRO,3295500567872,4 GAR,2
Oxymore,"Jean-Michel Jarre, arr.",GLAMA,1703435012912,4 JAR,0
Don't get too close,Skrillex,MUSELECTRO,3295500854849,4 SKR,1
Quest For Fire,Skrillex,MUSELECTRO,3295500854819,4 SKR,2
Maxinquaye,Tricky,MUSELECTRO,3295500568430,4 TRI 20,1
Dictionnaire Hachette encyclopédique de poche 2024,sous la direction de Nathalie Théret,ADU2FRANCAIS,3295500853278,443 DIC,0
Le tu et le vous,Etienne Kern,ADU2FRANCAIS,3295500855537,443 KER,1
Bled conjugaison,Daniel Berlion,ADU2FRANCAIS,3295500852354,445 CON,1
Testez votre français pour en déjouer les pièges,Françoise Thiébault-Roger,ADU2FRANCAIS,3295500852355,445 THI,1
Le Robert & Collins français,,ADU2FRANCAIS,3295500855638,448 DIC,1
Le fin mot de l'histoire,Nathalie Gendrot & Guillaume Meurice,ADU2FRANCAIS,3295500855639,448 GEN,2
"Jacqueline Duhême, l'imagière",,ADU2LANGUES,3295500851979,471.6 DUH,2
Surtout... rêvez!,Syan,GLAFJ,1703395012915,5.18 SYA,0
Les jardins d'harmonie [musique de relaxation],"Damien Dubois, comp.",GLAMA,1710655012912,5.4 DUB,0
Relax,"Kuuihiko Murai, comp. & interpr. | Steve Anderson, comp. & chant | Dino Malito, comp. & arr.... [et al.]",GLAMA,1727355012913,5.4 MUR,0
Méditation flûte et harpe,"Duo Thaïs, duo instr.",GLAMA,1703615012916,5.4 THA,0
Blue relax [musique de relaxation],"Alex Witchcraft, réal.",GLAMA,1727365012910,5.4 WIT,0
Sciences et inventions !,Sabine Boccador,DOCJEUNES,120000602,500.8 BOC,0
Le curieux monde des symboles scientifiques,"Katie Steckles, Nathan Adams",ADU2SCIENCES,3295500854599,509 STE,1
Cinema Soundtracks - Classics Hits From Iconic Movies,Various,MUSVINYLE,3295500568161,520 A,0
Beyond the screen,"Rachel Portman, comp.",MUSFONCT,3295500567909,520 BEY,2
Blonde,"Nick Cave, comp. | Warren Ellis, comp.",MUSFONCT,3295500567906,520 BLO,3
Climax,,MUSFONCT,3295500854818,520 CLI,0
Dead man,Neil Young,MUSFONCT,3295500854822,520 DEA,1
1917,Thomas Newman,MUSFONCT,3295500854847,520 DIX,0
The fabelmans,original music composed and conducted by John Williams,MUSFONCT,3295500567898,520 FAB,2
Habités !,"François Joncour, comp.",MUSFONCT,3295500567902,520 HAB,2
Moonage daydream,a film by Brett Morgen,MUSFONCT,3295500567908,520 MOO,3
Verdun / Dans la tête des SS,Patrice d'Ollone,MUSFONCT,3295500567666,520 OLL,0
Le petit piaf,"Jean-François Berger, comp.",MUSFONCT,3295500567899,520 PET,1
Seven Classic Albums,"Lalo Schifrin, compositeur",MUSFONCT,3295500563070,520 SCH,4
Tesla,"Nestor Kéa, arr.",MUSFONCT,3295500567910,520 TES,2
L' union sacrée,"Jean-Jacques Goldman, comp. & chant | Roland Romanelli, comp.",MUSFONCT,3295500567691,520 UNI,2
Twin Peaks,,MUSFONCT,3295500568378,521 TWI,1
When you wish upon a star,"the King's singers and friends, groupe voc. et instr.",MUSFONCT,3295500854851,522 DIS,1
Minecraft volume beta,C418,MUSFONCT,3295500854840,523 MIN,0
Il était une fois la Terre,"Pierrick Graviou, Erik Orsenna",GLADA,1702455012919,525 GRA,0
Les bases de la physique en 60 notions illustrées,Kurt Baker,MLEDA,ML001393,530 BAK b,0
Guitar Legend Vol.1,Marcel Dadi,MUSFONCT,32955000026630,543 DAD,2
Le Royaume Des Sources,Geminca,MUSFONCT,3295500563077,553 GEM,1
Mantra Gayatri,Sarva-Antah,MUSFONCT,3295500563084,553 SAR,1
Made To Measure,Nova Materia,MUSFONCT,3295500565642,570 NOV,1
100 hits summer 2023,Various Artists,MUSFONCT,3295500568356,571 A,0
Country,"Johnny Cash, Dolly Parton, Merle Haggard... [et al.], chant",MUSFONCT,3295500567973,571 COU,4
Country,"Johnny Cash, Dolly Parton, Merle Haggard... [et al.], chant",MUSFONCT,3295500567671,571 COU,3
Country,"Johnny Cash, Dolly Parton, Merle Haggard... [et al.], chant",MUSFONCT,3295500567972,571 COU,3
Rock and Swing,Dany Brillant,MUSFONCT,3295500567670,571 DAN,3
La rivière en bas de chez moi,texte & photographies Erwan Balança,ADU2SCIENCES,3295500854632,577.6 BAL,0
Les littoraux,Camilla de la Bedoyere,MLEDA,ML001367,577.699 BED l,0
Les arbres,Camilla De la Bedoyere,MLEDA,ML001368,582.16 BED a,0
Les arbres,Camilla De la Bedoyere,MLEDA,ML001369,582.16 BED a,0
Le chêne et ses habitants,"Laurent Charbonnier, Michel Seydoux, réal.",ADU2DVD,3295500568619,582.16 CHA,1
Le parfum des forêts,Dominique Roques,ADU2SCIENCES,3295500854605,582.16 ROQ,2
Etonnants animaux,Tom Jackson,ADU2SCIENCES,3295500854631,590 JAC,0
Rest Well,Music Therapy,MUSFONCT,3295500567661,590 MUS,1
"Jean Painlevé, fantaisie pour biologie marine","François Lévy-Kuentz, réal., scénario",ADU2SCIENCES,3295500567881,590 PAI,1
China Spirit,,MUSFONCT,3295500563067,590 ZAD,1
Extinctions,"scénario, Jean-Baptiste de Panafieu",GLADA,1694015012913,591.7  PAN,4
Dans les filets,Bernard Séret & Pascal Bach,ADU2SCIENCES,3295500854600,597 SER,0
Les gardiennes de la planète,"Jean-Albert Lièvre, réalisation, scénario",ADU2DVD,3295500568617,599.5 LIE,1
Holgut,"Liesbeth De Ceulaer, real",ADU2DVD,3295500567913,599.65 DEC,1
Petite sirène (La),Alan Menken,GLAMJ,1703355012917,6 PET,0
Moonage daydream,a film by Brett Morgen,GLAMA,1725445012911,6.2 BOW,0
Black panther,"Rihanna, chant",GLAMA,1701335012919,6.2 RIH,0
Premières urgences,"Eric Guéret, réalisation, scénario",ADU2SANTE,3295500567890,610 GUE,1
"Moi, je veux être une sorcière",scénario Marie Pavlenko,ADU2SANTE,3295500855253,612.6 GYN,2
La bataille de la pilule,"Marie Guilloux, réalisation, scénario",ADU2SANTE,3295500567893,613.94 GUI,2
Le grand livre pour se soigner au naturel,,GLADA,1695535012919,615.5 MAT,0
Les éclaireurs de la guérison : Réparer le coeur,,ADU2DVD,3295500568628,616.12 ECL,0
La fabrique des pandémies,"Marie-Dominique Robin, réalisation, scénario",ADU2DVD,3295500568643,616.91 ROB,1
Histoires d’entrejambes,"Myleine Guiard-Schmid, réal., scénario",ADU2DVD,3295500568205,618 GUI,1
Grossesses plurielles,Mathilde Lemiesle @mespresquesriens,ADU2SANTE,3295500855242,618.2 GRO,1
Les énergies renouvelables,Nick Jelley,MLEDA,ML001398,621.042 JEL é,0
I'm so sorry,"Zhao Liang, real.",ADU2DVD,3295500568175,621.48 LIA,1
Quand la mer menace les villes,"Laurence Thiriat, réalisation et scénario",ADU2DVD,3295500568642,627.4 THI,1
Je fais mon compost,Allan Sheperd,MLEDA,ML001366,631.875 SHE j,0
Semences sous influences ,,GLADA,1695205012911,635 deh,2
Jardiner sans se fatiguer,Ruth Stout,ADU2PRATIQUE,3295500852201,635 JAR,0
Mon potager pouvoir d'achat,Maud Roulot,GLADA,1696405012916,635 ROU,0
Les plantes compagnes,Catherine Delvaux,MLEDA,ML001365,635.DEL p,0
Prenez soin de votre sol,Catherine Maillet,MLEDA,ML001364,635.MAI p,0
Transformez un coin de pelouse en petit potager,Valentine Prinet,MLEDA,ML001363,635.PRI t,0
Comportement et bien-être du chien,"ouvrage collectif coordonné par Thierry Bedossa, Sarah Jeannin",ADU2PRATIQUE,3295500852198,636.7 COM,2
Dans la tête d'un chat,Jessica Serra,ADU2TECHNOS,3295500853093,636.8 SER,4
L'incroyable histoire de la bière,"scénario, Benoist Simmat",GLADA,1696205012918,641.2 SIM,0
Cuisiner autour du pot,Harmonie Begon,ADU2PRATIQUE,3295500853092,641.5 CUI,0
Six saisons en cuisine,Joshua McFadden,ADU2TECHNOS,3295500852203,641.5 CUI,1
"Gluten, lait, oeuf, je fais sans !",Sarah Meyer Mangold,ADU2PRATIQUE,3295500852199,641.5 REG,3
Oser les couleurs,Marie-Pierre Dubois-Petroff,ADU2TECHNOS,3295500853095,645 DECO,4
Branchages et bois mort au jardin,textes et photographies Gilles Leblais,ADU2TECHNOS,3295500853088,645.8 LEB,2
Assemblages du bois,Wolfram Graubner,ADU2PRATIQUE,3295500850767,694 MAI,3
Artistes femmes,"Manuelle Blanc, réal.",ADU2ARTS,3295500568061,700.92 BLA,1
Sous le regard de Méduse,[catalogue] sous la direction d'Emmanuelle Delapierre & Alexis Merle du Bourg,ADU2ARTS,3295500853055,704.9 SOU,2
Naples à Paris,[organisée en partenariat avec le Musée de Capodimonte],ADU2ARTS,3295500853108,708 NAP,2
Une place,écrit par Eva Kirilof,ADU2ARTS,3295500855698,709 KIR,1
"Arts primitifs, entrée libre",Marie Sellier,ADU2ARTS,32955002068168,709.011 SEL,16
La Grotte Cosquer,"Marie Thiry, réal., scénario",ADU2ARTS,3295500567897,709.011 THI,1
Un art amoureux de nature,Muriel Berthou Crestey,ADU2ARTS,3295500855697,709.05 LAND,1
Artjacking !,Maureen Marozeau,GLADA,1702465012916,709.05 MAR,1
Le génie de l'art indien,Vincent Lefèvre,ADU2ARTS,3295500853109,709.5 LEF,1
L'art africain,Ivan Bargna,ADU2ARTS,32955004233158,709.6 BAR,12
40 Comptines et berceuses d'ici et d'ailleurs,Aurélie Voute,MUSPARTITIONS,3295500852972,710 COM,0
Ca c'est bossa!,"P'tits Loups du Jazz (Les), ens. voc. & instr.",MUSENFANTS,3295500854836,710 PTI,1
Norman Foster,[organisée avec la collaboration de l'Agence Foster + partners et de la Norman Foster foundation],ADU2ARTS,3295500853103,720.92 FOS,1
Caen,,ADU2ARTS,3295500851977,724.12 FAI,1
Artbalise,[catalogue] sous la direction de Kelig-Yann Cotto,ADU2ARTS,3295500853685,730 ART,1
Isamu Noguchi,,ADU2ARTS,3295500853111,730.92 NOG,1
L'afro carnaval des animaux,une musique arrangée par Florent Briqué,MUSENFANTS,3295500567966,733 BAS,0
Une journée à Takaledougou,"Gurvan Loudoux, instr.",MUSENFANTS,3295500854852,733 DIA,0
Pastels,"[organisée par l'Établissement public du Musée d'Orsay et du Musée de l'Orangerie-Valéry Giscard d'Estaing, Paris]",ADU2ARTS,3295500830114,741.2 PAS,3
"Alix, Corto, Lucky et les autres","Jean-Loup Martin, réal., aut.",ADU2DVD,,741.5 MAR,0
Promenades de papier,"sous la direction d'Esther Bell, Pauline Chougnet, Sarah Grandin et al.",ADU2ARTS,3295500855690,741.9 PRO,1
The rough guide to world music for children,"Nuru Kane, chant | David Darling, vlc. | Rhiannon Giddens, chant & banjo... [et al.]",MUSENFANTS,3295500854820,743 A,1
DJEDJEVI Comptines du Bénin,Dona My,MUSENFANTS,3295500854837,743 BEN,0
Les Singeries de Chantilly,Nicole Garnier-Pelle,ADU2ARTS,3295500851978,759.04 GAR,3
James McNeill Whistler (1834-1903),"Paul Perrin, Xavier F. Salomon",ADU2ARTS,3295500827523,759.05 WHI,1
David Hockney,texte William Boyd,ADU2ARTS,3295500847191,759.06 HOC,11
A book by Anselm Kiefer,"the Museum of fine arts, Boston",ADU2ARTS,3295500827501,759.06 KIE,1
"D'Edo à Kyōto, sur la route du Kisokaidō",,ADU2ARTS,3295500853104,769 EDO,1
Le Japon éternel de Kawase Hasui,,DOCADULTES,117190602,769.92 KAW,1
La magie du cyanotype,[oeuvres de] Carasco,ADU2ARTS,3295500827538,771 CAR,3
"1, 2, 3, couleur !","[organisée par le Jeu de Paume, Paris ; en collaboration avec la Collection AN ; la Médiathèque du patrimoine et de la photographie, Charenton-le-Pont et la Ville de Tours]",ADU2ARTS,3295500851980,778.6 UN,2
Corps à corps,sous la direction de Julie Jones,ADU2ARTS,3295500855691,779 COR,1
Toute la beauté et le sang versé,"Laure Poitras, réal.",ADU2DVD,3295500568187,779 GOL,1
"Jean Painlevé, Les pieds dans l'eau",[organisée en collaboration avec les Documents cinématographiques-Archives Jean Painlevé],ADU2ARTS,3295500853107,779 PAI,2
Première neige,[photographies de] Jérémie Villet,ADU2ARTS,3295500827540,779 VIL,4
Voyage au pays du blues,Jacques Demêtre & Marcel Chauvard,MUSDOC,3295500851885,781.109 DEM,2
John Coltrane,Nicolas Fily,MUSDOC,3295500852966,781.3 COL,1
Tout l'univers rock,,GLADA,1723965012916,781.66 ASS,2
A contre-courant,Martin Aston,MUSDOC,3295500854364,782 AST,1
Passeur,Jean-Daniel Beauvallet,MUSDOC,3295500854362,782 BEA,1
Leonard Cohen,Pascal Bouaziz,MUSDOC,3295500851887,782 COH,5
Jeffrey Lee Pierce,Marc Sastre,MUSDOC,3295500852943,782 PIE,2
Les Rolling Stones,Bent Rej,MUSDOC,3295500853011,782 ROL,0
Neil Young,Alain Gardinier,MUSDOC,3295500852949,782 YOU,2
Michel Sardou,Florent Barraco,GLADA,1701415012914,782.42 SAR,3
French new wave,Jean-Emmanuel Deluxe,MUSDOC,3295500854363,782.70 DEL,1
Pagny par Florent,Florent Pagny,MUSDOC,3295500851855,788 PAG,6
Anthologie musicale de l'effondrement,Guillaume Gaguet,MUSDOC,3295500852952,788.09 GAG,1
Musiques traditionnelles et création contemporaine,Jean-Yves Bosseur,MUSDOC,3295500851853,789.04 BOS,2
Musiques ultramarines,Lionel Besnard,MUSDOC,3295500852950,789.88 BES,2
Lynch / Oz,Alexandre O. Philippe,ADU2DVD,3295500568644,791.4 LYN,1
Sarah Bernhardt,Henry Gidel,MUSDOC,3295500852942,791.43 BER,1
Jim Carrey,"Adrien Dénouette, Thibaut Sève, réalisateurs",ADUM1DOC,3295500567894,791.43 CAR,1
Le guide du casting,Claire Coulange,MUSDOC,3295500856020,791.43 COU,1
L'animographe,"Thierry Dejean, réalisation, scénario, photographie",ADUM1DOC,3295500567677,791.43 DEJ,1
Devenir Marilyn,"Michèle Dominici, real.",MUSDVDMUSICAUX,3295500568167,791.43 DOM (CINE DOC),1
L'image en mouvement,Philippe Lemieux,GALDJ,1725825012913,791.43 LEM,0
L'apogée du mime ,Philippe Lemieux,GALDJ,1725815012916,791.43 LEM,0
On vous parle : Volume 1,"Chris Marker, Guy Devart, réal.",MUSDOC,3295500568681,791.43 MAR (1),0
On vous parle : Volume 2,"Chris Marker, réal.",MUSDOC,3295500568680,791.43 MAR (2),0
Dictionnaire du cinéma britannique,"Jean-François Baillon, N.T. Binh",MUSDOC,3295500856022,791.430 BAI,1
Paris cinés,photographies Jean-François Chaput,MUSDOC,3295500856019,791.436 CHA,0
Camera obscura,François Theurel,MUSDOC,3295500856021,791.436 THE3,1
Télé start,Nicolas Bonzom,MUSDOC,3295500854553,791.45 BON,1
Pratiquer et enseigner la danse hip-hop,Odile Cougoule,MUSDOC,3295500851854,793.3 COU,1
La révolution du gaming,"Nicolò Mulas Marcello, Alberto Bertolazzi",ADU2SPORTS,3295500854442,794.8 MUL,1
Autobiographie d'une icône,Billie Jean King,ADU2SPORTS,3295500851333,796.34 TEN,1
Boxer,direction pédagogique Nabil Rezgui,ADU2SPORTS,3295500851602,796.83 REZ,1
La grande histoire du ski,"Pierre-Antoine Hiroz, réalisation",ADU2SPORTS,3295500567873,796.93 HIR,1
Code Vagnon permis plaisance,Eric Bretagne,ADU2SPORTS,3295500851577,797.1 COD,2
Encyclopédie pratique de la pêche,ouvrage collectif réalisé par Losange,ADU2SPORTS,3295500851688,799.1 ENC,3
"Génération Top 50, vol. 2","Jean-Jacques Goldman, comp. & chant | Patrick Bruel, chant | Daniel Lavoie, chant... [et al.]",GLAMA,1703545012918,8 A,0
50 plus belles chansons de Daniel Balavoine (Les),Daniel Balavoine,GLAMA,1727505012916,8 BAL,0
Iris extatis,Daphné,GLAMA,1703375012911,8 DAP,0
La symphonie des éclairs,"Zaho Sagazan de, arr. & chant",GLAMA,,8 DES,0
L'idiophone,Forever Pavot,GLAMA,1727235012910,8 FOR,0
Ses 50 plus belles chansons,"Serge Reggiani, chant",GLAMJ,1727205012919,8 REG,0
Serge Rezvani,"par Dominique A, Cali, Vincent Dedienne, chant... [et al.]",GLAMA,1727385012914,8 REZ,0
Shaka Ponk,Shaka Ponk,GLAMA,1727605012915,8 SHA,0
A la faveur de l'automne,Tété,GLAMA,1701655012910,8 TET,0
Titou au pays des songes,"Matthieu Trincanato, chant [acc. voc. et instr.]",GLAMJ,1724675012913,8 TRI,0
Le  coffret des enfants,"Catherine Vaniscotte, chant | Loïc Laporte, chant | Natacha Fabry, chant... [et al.]",GLAMJ,1722975012916,8.1 A,0
Debussy pour les petits maestros,"Claude Debussy, comp.",GLAMJ,1727255012914,8.1 DEB,0
"""Un jour, une question"" : c'est quoi la littérature et la BD ?","Jacques Azam, real.",JEU1DVD,3295500568117,800 LIT,0
Carnet du (presque) poète,Bernard Friot,JEU1DOCS,3295500852067,808.1 FRI,2
Le roman-photo,textes Jan Baetens,ADU2LITT,3295500853675,809.3 BAE,4
Les 1.000 livres qui donnent envie de lire,Sarah Sauquet,ADU2LITT,3295500851679,809.93 SAU,4
Et pourtant je m'élève,Maya Angelou | traduit de l'anglais (États-Unis) par Santiago Artozqui,ADU2LITT,3295500851672,810 ANG,4
Lait et miel,Rupi Kaur,ADU2LITT,3295500850725,810 KAU,7
"Alexandre Dumas, le flamboyant","Arnaud Xainte, réal., scénario",ADU2LITT,3295500567669,840 DUM,2
Les Années Super 8,"David Ernaux-Briot, réalisation",ADU2DVD,3295500568063,840 ERN,2
Le monde de Marcel Proust,"Thierry Thomas, real.",ADU2DVD,3295500568179,840.09 PRO,1
Le ciel jaloux des roses,Alain Duault,ADU2LITT,3295500851670,841 DUA,2
"Jean de La Fontaine, l'homme qui aimait les fables","Pascale Bouhénic, réalisation, scénario",ADU2LITT,3295500567891,841 LAF,1
Kaddish pour un amour,Karine Tuil,ADU2LITT,3295500851683,841 TUI,5
Une journée à Takaledougou,"Gurvan Loudoux, instr.",GLAMJ,1727175012919,9.1 DIA,0
Fidju di lion,Malan Mané,GLAMA,1727335012919,9.1 MAL,0
Egarés (Les),Ballaké Sissoko,GLAMA,1727535012917,9.1 SIS,0
1303,Marine Manasian,GLAMA,1703625012913,9.3 MAN,0
En cavale,Tram des Balkans,GLAMA,1703605012919,9.5 TRA,0
Des oiseaux la nuit,No Mad,GLAMA,1727565012918,9.6 NOM,0
Joao,Bebel Gilberto,GLAMA,1703485012917,9.9 GIL,0
Soul tropical,"David Walters, chant",GLAMA,1727325012912,9.91 WAL,0
Petites manies et lubies des grands personnages de l'histoire,,GLADA,1698205012912,909 CHA,1
Une histoire des lointains,Georges Vigarello,ADU2HIS,3295500851674,909 VIG,2
Merveilles du monde,Claudia Martin,ADU2TOURISME,3295500856483,910.2 MAR,0
Déserts,photographies Léo Coulongeat,ADU2VOYAGES,3295500856480,910.4 COU,0
La panthère des neiges,Sylvain Tesson,ADU2VOYAGES,3295500851680,910.4 TES,4
Londres,,ADU2TOURISME,3295500851635,914.2 ANG,3
"Angleterre, Pays de Galles",Michelin,ADU2TOURISME,3295500855249,914.2 ANG,1
La Bretagne par les voies vertes,texte et photographies Michel Bonduelle,ADU2TOURISME,3295500851681,914.4 BRE,6
Bretagne,Dominique Auzias et Jean-Paul Labourdette,ADU2TOURISME,3295500851334,914.4 BRE,4
Châteaux de la Loire,Dominique Auzias et Jean-Paul Labourdette,ADU2TOURISME,3295500855244,914.4 CEN,1
Randos bière Hauts-de-France,Damien Courcoux,ADU2TOURISME,3295500851643,914.4 HAU,1
Bordeaux,Carine Arribeux,ADU2TOURISME,3295500855236,914.4 NOU,1
"Pays basque (France, Espagne), Béarn",Philippe Gloaguen,ADU2TOURISME,3295500851653,914.4 NOU,2
"Pyrénées, les 50 plus beaux sentiers d'Emilie",,ADU2TOURISME,3295500851546,914.4 OCC,2
La Loire à vélo,Michel Bonduelle,ADU2TOURISME,3295500851678,914.4 PAY,5
Côte d'Azur,Michelin,ADU2TOURISME,3295500851662,914.4 PRO,5
Venise,"Laurent Vaultier, Aurélia Bollé, Alice Cheron, Emma Tassy",ADU2TOURISME,3295500851646,914.5 ITA,1
Espagne côté est,Michelin,ADU2TOURISME,3295500851588,914.6 ESP,2
"Catalogne, Valence et sa région",Philippe Gloaguen,ADU2TOURISME,3295500851642,914.6 ESP,4
Belgique,Philippe Gloaguen,ADU2TOURISME,3295500851605,914.9 BEL,3
Guide tao Belgique,par Cédric Maillaert,ADU2TOURISME,3295500851637,914.9 BEL,4
Vélo bière en Belgique,Pierre Pauquay,ADU2TOURISME,3295500851640,914.9 BEL,3
Athènes,Dominique Auzias et Jean-Paul Labourdette,ADU2TOURISME,3295500851633,914.9 GRE,2
Islande,Dominique Auzias et Jean-Paul Labourdette,ADU2TOURISME,3295500851636,914.9 ISL,3
Corée,"Damian Harper, MaSovaida Morgan, Thomas O'Malley et al.",ADU2TOURISME,3295500851648,915.1 COR,2
Turquie,"édition écrite et actualisée par Jessica Lee, Brett Atkinson, Steve Fallon et al.",ADU2TOURISME,3295500855252,915.6 TUR,1
Egypte,Dominique Auzias & Jean-Paul Labourdette,ADU2TOURISME,3295500851644,916.2 EGY,0
Les meilleures expériences en Nouvelle-Zélande,"Brett Atkinson, Roxanne de Bruyn, Craig McLachlan et al.",ADU2TOURISME,3295500851649,919.3 NOU,2
La guerre mondiale des Romains,Giusto Traina,ADU2HIS,3295500851622,937.02 TRA,4
Infiltré a Auschwitz,"Ted Anspach, Maya Yataghene, real.",ADU2DVD,3295500568169,940.53 PIL,2
Game of truth ,"Fabienne Lips-Dumas, real.",ADU2DVD,3295500567874,941.5 LIP,1
